어장명,정점,정점2,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도
영광,1,1,35.3897222222222,126.3775,마을어장,2014,6,14,맑음,5.8,23.01,0.07,31.5,8.29,7.56,1.57,0.008,0.019,0.001,0.028,0.161,0.004,0.023,0.116,1.18,83.6,0.5
영광,1,1,35.3897222222222,126.3775,마을어장,2014,4,10,맑음,6.2,11.66,0.52,31.37,8.33,10.47,2.13,0.013,0.001,0.001,0.015,0.137,0.001,0.021,0.006,0.57,71.6,1.8
영광,1,1,35.3897222222222,126.3775,마을어장,2014,2,13,맑음,8,3.58,0.11,31.89,8.05,11.52,1.47,0.02,0.084,0.003,0.107,0.173,0.015,0.034,0.251,0.82,50.8,0.5
영광,1,1,35.3897222222222,126.3775,마을어장,2013,12,15,-,7.2,6.86,0.21,31.46,7.96,9.88,1.21,0.078,0.124,0.003,0.205,0.314,0.014,0.088,0.44,0.45,270.67,0.1
영광,1,1,35.3897222222222,126.3775,마을어장,2013,10,14,-,6,21.47,0.05,36.9,8.17,7.53,1.44,0.055,0.02,0.003,0.078,0.127,0.008,0.035,0.109,0.4,22.2,1.3
영광,1,1,35.3897222222222,126.3775,마을어장,2013,8,11,-,4.1,31.17,0.23,31.16,7.98,7.25,1.82,0.156,0.107,0.009,0.272,0.371,0.01,0.039,0.298,1.19,28.4,0.5
영광,1,1,35.3897222222222,126.3775,마을어장,2013,6,10,-,4,22.25,0.5,31.1,7.95,8.74,1.85,0.021,0.007,0.002,0.03,0.138,0.004,0.027,0.173,0.53,20.2,0.4
영광,1,1,35.3897222222222,126.3775,마을어장,2013,4,12,-,4,9.98,0.01,30.86,8.05,10.01,3.02,0.03,0.02,0.002,0.052,0.455,0.005,0.076,0.112,6.18,198.4,0.3
영광,1,1,35.3897222222222,126.3775,마을어장,2013,2,1,-,7,3.68,0,31.28,8.03,11.14,1.71,0.04,0.126,0.003,0.169,0.35,0.016,0.04,0.302,1.38,16.8,0.5
영광,2,2,35.3333333333333,126.3,연안,2022,12,10,맑음,6,9.52,0.01,31.88,7.94,10.14,1.2,0.014,0.011,0.001,0.026,0.073,0.007,0.074,0.058,5.93,31,1.5
영광,2,2,35.3333333333333,126.3,연안,2022,10,13,맑음,6,18.13,0.38,31.06,7.89,7.26,1.93,0.064,0.023,0.003,0.089,0.156,0.02,0.061,0.626,2.66,52.4,0.5
영광,2,2,35.3333333333333,126.3,연안,2022,2,11,맑음,9,3.9,0.12,31.74,7.98,10.51,1.81,0.012,0.002,0.078,0.092,0.122,0.008,0.059,0.186,15.2,10.93,1
영광,2,2,35.3333333333333,126.3,연안,2021,12,22,맑음,5,8.26,0.17,30.92,8.11,9.74,1.85,0.028,0.119,0.004,0.152,0.238,0.018,0.063,0.454,2.32,101.33,0.3
영광,2,2,35.3333333333333,126.3,연안,2021,10,14,맑음,6,23.35,0.31,30.56,8.14,7.59,1.06,0.136,0.027,0.005,0.168,0.195,0.042,0.046,0.471,2.48,11.6,1.7
영광,2,2,35.3333333333333,126.3,연안,2021,8,4,맑음,9,27.18,1.14,31.67,8.21,8.41,2.47,0.007,0.002,0.001,0.01,0.065,0.004,0.028,0.048,2.89,6.4,6.9
영광,2,2,35.3333333333333,126.3,연안,2021,4,2,맑음,8,11.13,0.08,31.2,7.99,9.1,1.54,0.029,0.065,0.002,0.097,0.135,0.014,0.029,0.207,2.09,51,0.5
영광,2,2,35.3333333333333,126.3,연안,2021,2,26,맑음,5,4.77,0.01,31.27,8.22,11.19,1.11,0.02,0.078,0.002,0.101,0.295,0.011,0.03,0.078,6.87,33.2,0.5
영광,2,2,35.3333333333333,126.3,연안,2020,12,21,맑음,8,6.32,0.03,31.52,8.33,10.34,0.99,0.01,0.005,0.001,0.016,0.065,0.008,0.025,0.059,7,17.4,1.5
영광,2,2,35.3333333333333,126.3,연안,2020,10,11,맑음,7,20.23,0.07,30.42,8.17,7.45,0.95,0.038,0.004,0.001,0.043,0.094,0.019,0.034,0.092,2.12,1.2,1.4
영광,2,2,35.3333333333333,126.3,연안,2020,6,11,맑음,7,22.71,0.92,31.84,8.07,8.46,1.57,0.01,0.009,0.002,0.021,0.08,0.009,0.029,0.24,5.27,60.67,1.1
영광,2,2,35.3333333333333,126.3,연안,2020,4,10,맑음,11,11.28,0.08,31.55,8.1,9.01,2.73,0.013,0.01,0.001,0.024,0.081,0.008,0.118,0.119,16.3,215.8,0.2
영광,2,2,35.3333333333333,126.3,연안,2020,2,10,맑음,6,5.98,0.1,31.92,8.1,10.87,2.03,0.008,0.081,0.002,0.091,0.136,0.015,0.042,0.247,11.53,100.6,0.6
영광,2,2,35.3333333333333,126.3,연안,2019,10,11,맑음,9,20.83,0.06,30.46,8.1,7.71,2.04,0.05,0.021,0.005,0.075,0.163,0.017,0.043,0.088,13.88,14.4,0.9
영광,2,2,35.3333333333333,126.3,연안,2019,8,9,맑음,9,27.31,0.59,31.7,8.05,9,2.09,0.013,0.002,0,0.015,0.09,0.007,0.024,0.039,3.63,5.2,1.8
영광,2,2,35.3333333333333,126.3,연안,2019,6,14,흐림,7,19.01,0.06,31.79,8.14,7.9,1.72,0.02,0.012,0.002,0.034,0.153,0.009,0.033,0.082,3.93,25.6,1
영광,2,2,35.3333333333333,126.3,연안,2019,4,6,맑음,5,9.54,0.13,31.84,8.17,10.56,2.56,0.012,0.014,0.001,0.027,0.284,0.005,0.071,0.093,7.53,99.6,0.5
영광,2,2,35.3333333333333,126.3,연안,2019,2,19,비,6,3.89,0,31.75,8.19,11.24,2.07,0.009,0.05,0.001,0.06,0.292,0.002,0.05,0.133,13.27,67.4,0.5
영광,2,2,35.3333333333333,126.3,연안,2019,1,4,맑음,7,7.5,0.04,31.78,8.06,9.68,1.3,0.013,0.111,0.006,0.131,0.165,0.015,0.033,0.464,4.17,17.6,0.7
영광,2,2,35.3333333333333,126.3,연안,2018,12,21,흐림,6,7.41,0.01,31.56,8.04,11.05,2.19,0.012,0.002,0,0.015,0.207,0.006,0.036,0.015,4.53,20,1.4
영광,2,2,35.3333333333333,126.3,연안,2018,10,13,맑음,5,18.55,0.01,31.15,8.12,8.76,1.65,0.046,0.041,0.004,0.091,0.296,0.025,0.059,0.503,9.6,44.2,0.7
영광,2,2,35.3333333333333,126.3,연안,2018,8,8,맑음,6,29.59,0.77,31.82,8.23,9.86,2.37,0.007,0.001,0,0.008,0.214,0.01,0.027,0.037,5.97,20.6,1.8
영광,2,2,35.3333333333333,126.3,연안,2018,4,9,맑음,5,10.19,0.18,31.69,7.94,9.62,1.28,0.025,0.011,0.001,0.036,0.198,0.008,0.037,0.124,3.08,17.6,0.6
영광,2,2,35.3333333333333,126.3,연안,2018,2,7,대체로 맑음,5,1.46,0.14,31.86,8.37,11.92,1.3,0.004,0.005,0.003,0.012,0.299,0.007,0.024,0.019,4.97,19.6,0.7
영광,2,2,35.3333333333333,126.3,연안,2017,10,18,흐림,9,18.23,0,31.37,8.19,7.97,1.76,0.035,0.013,0.002,0.05,0.237,0.018,0.056,0.287,4.35,86.6,0.4
영광,2,2,35.3333333333333,126.3,연안,2017,4,10,흐림,9,11.48,0.07,32,8.16,9.69,1.93,0.012,0.049,0.002,0.063,0.252,0.012,0.091,0.126,5.61,125.8,0.5
영광,2,2,35.3333333333333,126.3,연안,2017,2,8,흐림,6,4.17,0.01,31.89,8.02,11.64,3.25,0.019,0.127,0.002,0.148,0.376,0.013,0.078,0.338,14.27,89.6,0.2
영광,2,2,35.3333333333333,126.3,연안,2016,12,18,흐림,5,7.3,0,31.95,7.89,10.1,5.47,0.041,0.108,0.001,0.151,0.608,0.02,0.19,0.362,2.59,294,0.1
영광,2,2,35.3333333333333,126.3,연안,2016,10,13,흐림,7,19.5,0,31.36,8.17,8.16,1.78,0.019,0.053,0.022,0.093,0.288,0.025,0.062,0.538,3.31,50.33,0.5
영광,2,2,35.3333333333333,126.3,연안,2016,8,8,맑음,4,29.82,1.55,31.91,7.95,7.82,1.97,0.065,0.016,0.001,0.083,0.252,0.005,0.044,0.256,2.78,66.6,0.9
영광,2,2,35.3333333333333,126.3,연안,2016,6,14,맑음,5,23.91,0.31,31.7,8.13,8.53,1.61,0.008,0.004,0.001,0.014,0.201,0.002,0.02,0.284,2.79,16,2
영광,2,2,35.3333333333333,126.3,연안,2016,4,10,맑음,5,12.41,0.36,31.45,7.93,8.88,4.16,0.033,0.098,0.005,0.136,0.548,0.016,0.171,0.266,2.15,156.8,0.1
영광,2,2,35.3333333333333,126.3,연안,2016,2,27,맑음,6,5.06,0.03,31.98,7.92,10.9,7.3,0.056,0.189,0.002,0.247,0.737,0.023,0.251,0.604,0.56,405,0.1
영광,2,2,35.3333333333333,126.3,연안,2015,12,14,흐림,4.7,10.85,0.02,31.51,7.78,9.59,4.59,0.089,0.201,0.005,0.295,0.522,0.028,0.166,0.772,0.15,363.33,0.1
영광,2,2,35.3333333333333,126.3,연안,2015,10,14,맑음,8,19.26,0.31,31.76,7.79,7.79,6.9,0.02,0.167,0.004,0.191,0.737,0.021,0.196,0.563,0.81,133.2,0.2
영광,2,2,35.3333333333333,126.3,연안,2015,8,11,흐림,6.8,29.04,0.01,31.98,8.17,7.24,1.37,0.034,0.013,0.003,0.05,0.484,0.003,0.026,0.042,0.82,21.8,1
영광,2,2,35.3333333333333,126.3,연안,2015,6,8,흐림(비),4,22.3,0.02,31.31,8.09,8.01,1.79,0.01,0.003,0.002,0.015,0.336,0.005,0.029,0.119,1.07,34.4,0.8
영광,2,2,35.3333333333333,126.3,연안,2015,4,9,맑음,6,11.7,0.06,31.83,7.84,9.06,5.69,0.01,0.019,0.002,0.031,0.474,0.007,0.121,0.118,6.56,200.5,0.1
영광,2,2,35.3333333333333,126.3,연안,2015,2,11,-,6,4.13,0.05,31.96,8.27,11.31,2.38,0.023,0.096,0.004,0.123,0.269,0.013,0.064,0.279,2.53,137,0.6
영광,2,2,35.3333333333333,126.3,연안,2014,12,14,맑음,5,7.06,0.16,31.79,8.05,9.74,1.14,0.071,0.09,0.005,0.166,0.239,0.019,0.042,0.574,0.56,30,0.5
영광,2,2,35.3333333333333,126.3,연안,2014,10,18,개임,6.2,19.1,0.03,31.69,8.02,7.42,1.73,0.038,0.042,0.005,0.085,0.255,0.025,0.057,0.361,2.77,99.2,0.4
영광,2,2,35.3333333333333,126.3,연안,2014,8,8,흐림,7,26.31,0.08,31.69,8.17,8.66,1.81,0.061,0.011,0.003,0.075,0.174,0.012,0.024,0.127,3.86,15.8,1.3
영광,2,2,35.3333333333333,126.3,연안,2014,6,14,맑음,6.5,22.76,0.23,31.62,8.29,7.63,1.81,0.007,0.019,0.001,0.027,0.192,0.004,0.04,0.096,0.95,110.25,0.5
영광,2,2,35.3333333333333,126.3,연안,2014,4,10,맑음,6.8,12.2,0.06,31.4,8.32,9.68,1.69,0.011,0.004,0.001,0.016,0.11,0.003,0.018,0.01,0.97,61.6,1.2
영광,2,2,35.3333333333333,126.3,연안,2014,2,13,맑음,7,3.4,0.14,31.92,8.08,11.18,2.27,0.025,0.056,0.003,0.084,0.221,0.009,0.072,0.204,1.06,91,0.3
영광,2,2,35.3333333333333,126.3,연안,2013,12,15,-,6.4,7.05,0.49,31.33,7.97,9.85,1.41,0.063,0.144,0.004,0.211,0.366,0.016,0.162,0.467,0.37,152.8,0.1
영광,2,2,35.3333333333333,126.3,연안,2013,10,14,-,5,20.77,0.19,30.97,8.13,7.32,1.28,0.027,0.063,0.006,0.096,0.134,0.01,0.04,0.228,0.49,24,0.6
영광,2,2,35.3333333333333,126.3,연안,2013,8,11,-,4.3,29.39,0.07,31.11,7.89,6.3,3.37,0.026,0.193,0.011,0.23,0.407,0.021,0.104,0.514,0.37,178.8,0.2
영광,2,2,35.3333333333333,126.3,연안,2013,6,10,-,5,22.33,0.08,31.32,8.01,8.89,2.08,0.025,0.008,0.003,0.036,0.121,0.006,0.032,0.102,1.58,43.8,0.4
영광,2,2,35.3333333333333,126.3,연안,2013,4,12,-,5,8.87,0.09,31.06,7.99,10.09,3.37,0.065,0.055,0.003,0.123,0.51,0.009,0.134,0.119,2.55,325.6,0.1
영광,2,2,35.3333333333333,126.3,연안,2013,2,1,-,6,3.39,0.01,31.15,8.03,11.16,2.27,0.027,0.125,0.003,0.155,0.361,0.013,0.041,0.273,1.91,31.6,0.5
영덕,2,1,36.5972222222222,129.523055555556,우렁쉥이,2017,6,15,맑음,112,2.9,16,34,7.93,8.53,1.4,0.011,0.239,0.001,0.251,0.281,0.041,0.044,0.606,0.1,2.4,8
영덕,2,1,36.5972222222222,129.523055555556,우렁쉥이,2017,2,13,맑음(바람),111,3.81,7.8,34.03,8.13,7.64,0.61,0.041,0.256,0.002,0.299,0.306,0.049,0.055,0.851,0.08,2.8,15
영덕,4,1,36.5333333333333,129.523055555556,우렁쉥이,2017,6,16,맑음,112,3.2,15.3,34.01,7.89,8.24,1.62,0.009,0.225,0.001,0.235,0.296,0.036,0.05,0.556,0.25,4,8
영덕,4,1,36.5333333333333,129.523055555556,우렁쉥이,2017,2,13,맑음(바람),113,6.38,5.35,34.11,8.17,7.5,0.39,0.026,0.21,0.003,0.239,0.265,0.04,0.04,0.708,0.08,1,13
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2022,12,16,구름,109,3.45,12.99,34.08,7.83,7.07,0.87,0.009,0.297,0,0.306,0.41,0.049,0.057,0.789,0.06,0.2,17
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2022,10,15,맑음,113,2.21,15.71,34.04,7.86,7.58,0.63,0.004,0.28,0,0.284,0.489,0.049,0.052,0.831,0.09,2.8,8
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2022,4,17,흐림,113,1.87,11.11,34.03,7.78,7.39,0.37,0.005,0.283,0.001,0.289,0.295,0.049,0.055,0.896,0.15,3.6,10
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2022,2,11,흐림,116,4.87,7.75,34.07,7.73,6.15,0.67,0.095,0.273,0.003,0.371,0.463,0.055,0.06,0.931,0.13,4.6,19
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2021,12,10,흐림,113,2.08,13.27,34.06,8,7.51,0.7,0.023,0.303,0.001,0.326,0.386,0.023,0.056,0.461,0.05,2.2,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2021,10,19,흐림,112,2.52,19.79,34.06,7.91,6.41,0.9,0.004,0.284,0.002,0.291,0.363,0.054,0.084,1.003,0.1,4.2,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2021,6,9,맑음,111,2.01,15.6,34.05,7.89,7.14,0.47,0.024,0.295,0.002,0.321,0.383,0.053,0.06,0.905,0.24,7.6,4
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2021,4,15,맑음,111,1.39,12.56,34.03,8,7.81,0.48,0.003,0.293,0.001,0.298,0.353,0.049,0.055,0.883,0.07,4,7
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2020,12,12,맑음,113,1.79,14.18,34.03,8.1,5.83,0.8,0,0.243,0.001,0.244,0.351,0.04,0.046,0.672,0.08,2.6,13
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2020,4,23,맑음,109,2.49,11.91,34.07,7.88,7.05,1.33,0.024,0.272,0.002,0.298,0.36,0.051,0.059,0.956,0.36,4.8,9
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2020,2,14,맑음,112,3.68,9.93,34.09,8.1,7.67,0.36,0.007,0.254,0.001,0.262,0.321,0.044,0.048,0.75,0.04,1.8,9
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2020,2,14,맑음,112,3.68,9.93,34.09,8.1,7.67,0.36,0.007,0.254,0.001,0.262,0.321,0.044,0.048,0.75,0.04,1.8,9
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2019,12,14,맑음,109,1.96,14.32,34.05,8.01,6.75,0.31,0.008,0.3,0.002,0.31,0.336,0.053,0.057,1.009,0.08,0.6,12
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2019,10,21,맑음,113,3.13,18.3,34.07,8.15,7.41,0.99,0.014,0.273,0.002,0.289,0.334,0.047,0.054,0.907,0.15,7.2,8
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2019,6,9,맑음,112,1.25,17.45,34.04,7.83,7.19,0.65,0.021,0.528,0.002,0.551,0.564,0.1,0.103,1.783,0.5,2.8,12
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2019,4,16,맑음,114,1.34,11.34,34.05,7.75,7.12,0.54,0.013,0.31,0.001,0.324,0.379,0.055,0.057,1.13,0.41,3,10
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2019,2,18,맑음,109,2.22,10.52,34.04,7.93,7.33,0.48,0.007,0.351,0.001,0.359,0.362,0.058,0.059,0.991,0.06,2,9
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2018,12,16,흐림,111,3.05,13.59,34.05,7.92,7.28,0.41,0.005,0.279,0.002,0.286,0.316,0.052,0.053,0.937,0.1,2.4,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2018,10,10,흐림,112,2.77,17.72,34.04,7.93,8.57,0.27,0.005,0.232,0.001,0.238,0.268,0.043,0.043,0.716,0.09,4.2,7
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2018,8,13,맑음,113,3.09,25.48,34.06,7.93,8,0.54,0.007,0.229,0.001,0.237,0.245,0.035,0.036,0.595,0.09,2,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2018,4,9,맑음,113,2,10.47,34.01,7.84,7.51,0.24,0.018,0.267,0.001,0.286,0.289,0.045,0.047,0.797,0.11,3,8
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2018,2,22,맑음,112,3.43,6.84,33.99,7.99,8.48,0.83,0.006,0.214,0,0.221,0.256,0.035,0.04,0.55,0.04,3.2,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2017,10,20,맑음(바람),112,1.8,18.9,34,7.8,7.46,0.67,0.008,0.275,0.001,0.285,0.3,0.051,0.053,0.994,0.14,5.2,12
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,12,12,맑음,111,2.1,14.5,34.01,7.98,7.86,0.57,0.015,0.253,0,0.268,0.274,0.046,0.047,0.847,0.07,2.6,14
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,10,14,맑음,111,3.02,18.5,33.98,7.97,8.52,0.05,0.006,0.229,0,0.235,0.251,0.038,0.038,0.615,0.05,1.4,6
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,8,6,맑음,114,2.47,24.28,33.97,7.73,8.38,0.5,0.011,0.197,0.002,0.209,0.244,0.035,0.035,0.58,0.05,4.8,8
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,6,11,맑음,113,1.97,17.75,33.97,7.99,8.94,0.57,0.004,0.202,0.001,0.208,0.236,0.036,0.038,0.55,0.13,3.4,8
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,4,5,맑음,112,1.79,10.19,33.98,7.98,8.4,0.48,0.004,0.231,0.001,0.236,0.342,0.038,0.047,0.637,0.19,3.8,10
영덕,2,2,36.5916666666667,129.513888888889,우렁쉥이,2016,2,23,맑음,111,3.98,7.11,33.99,7.98,8.42,0.42,0.012,0.169,0.001,0.181,0.2,0.028,0.051,0.454,0.25,4.4,13
영덕,2,2,36.5916666666667,129.513888888889,연안,2015,12,10,흐림,111,3.36,12.83,34,8.09,8.44,0.66,0.013,0.182,0.001,0.196,0.32,0.039,0.07,0.704,0.1,4,15
영덕,2,2,36.5916666666667,129.513888888889,연안,2015,10,7,맑음,110,3.54,18.14,34.01,8.07,8.75,0.55,0.006,0.122,0.005,0.133,0.426,0.024,0.045,0.428,0.05,3.4,8
영덕,2,2,36.5916666666667,129.513888888889,연안,2015,6,8,맑음,112,2.16,14.17,33.95,7.91,9.68,0.84,0.01,0.18,0.001,0.191,0.257,0.032,0.04,0.569,0.21,3.2,10
영덕,2,2,36.5916666666667,129.513888888889,연안,2015,4,19,비/흐림,114,2.28,10,34.11,7.87,8.93,1.03,0.001,0.214,0.001,0.217,0.227,0.04,0.049,0.609,0.08,1,11
영덕,2,2,36.5916666666667,129.513888888889,연안,2015,2,14,맑음,112,5.33,4.35,34.03,7.94,8.4,1.15,0.011,0.155,0.002,0.168,0.196,0.026,0.03,0.429,0.04,0.8,15
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,12,20,맑음,111,5.54,7.91,34.13,7.88,6.59,1.22,0.008,0.232,0.003,0.243,0.336,0.051,0.063,0.834,0.09,3,14
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,10,19,맑음,111,2.5,18.49,34.01,7.93,7.8,0.61,0.014,0.001,0.231,0.246,0.285,0.039,0.047,0.636,0.07,1.6,6
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,8,19,-,109,2.83,20.23,33.98,7.94,8.49,1.45,0.009,0.001,0.177,0.215,0.302,0.037,0.051,0.577,0.09,0.6,15
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,6,13,맑음,110,3.11,16.53,34,7.88,8.26,1.26,0.006,0.197,0.001,0.204,0.487,0.034,0.064,0.556,0.17,2.4,12
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,4,9,맑음,112,2.86,10.78,34.03,7.9,8.52,0.34,0.018,0.218,0.001,0.225,0.292,0.043,0.05,0.713,0.14,3.2,15
영덕,2,2,36.5916666666667,129.513888888889,연안,2014,2,23,흐림,111,3.76,9.36,34.02,8.14,7.35,0.71,0.014,0.183,0.001,0.195,0.303,0.033,0.036,0.537,0.08,1.8,12
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2022,12,16,구름,111,2.52,13.59,34.05,7.79,6.64,0.85,0.016,0.313,0.001,0.33,0.444,0.053,0.061,0.899,0.06,3.2,13
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2022,10,15,맑음,114,2.26,15.93,34.05,7.86,7.36,0.5,0.005,0.281,0.001,0.287,0.533,0.049,0.053,0.817,0.13,3.6,10
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2022,4,17,흐림,114,1.84,9.91,34.04,7.76,7.36,0.24,0.003,0.289,0.001,0.293,0.305,0.049,0.056,0.931,0.44,4.4,9
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2022,2,11,흐림,113,4.79,7.9,34.09,7.83,7.58,0.75,0.041,0.241,0.002,0.284,0.357,0.043,0.049,0.716,0.09,3.6,19
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2021,12,10,흐림,115,2.42,12.89,34.05,7.99,7.13,0.8,0.025,0.299,0.001,0.326,0.38,0.024,0.056,0.46,0.06,1.4,13
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2021,10,19,흐림,112,2.62,20.05,34.05,7.93,7.02,0.8,0.003,0.28,0.002,0.285,0.342,0.052,0.077,0.932,0.08,4.4,13
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2021,6,9,맑음,113,1.58,15.67,34.06,7.93,7.62,0.52,0.019,0.298,0.001,0.317,0.392,0.049,0.055,0.797,0.08,6.2,4
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2021,4,15,맑음,113,1.23,12.62,34.03,8,7.86,0.68,0.005,0.299,0.002,0.305,0.351,0.051,0.057,0.945,0.07,4.2,7
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2021,2,25,흐림,112,2.93,9.51,34.04,8.04,7.59,1.42,0.004,0.24,0.002,0.246,0.348,0.047,0.053,0.794,0.11,1.2,6
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2020,12,12,맑음,113,2.23,13.24,34.01,8.09,7.93,1.03,0.001,0.251,0.001,0.253,0.376,0.044,0.047,0.721,0.09,1.2,12
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2020,4,23,맑음,107,2.62,12.53,34.07,7.86,4.68,1.46,0.025,0.275,0.002,0.302,0.338,0.053,0.061,0.974,0.44,1.4,10
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2020,2,14,맑음,112,3.44,10.5,34.07,8.1,7.86,0.54,0.005,0.254,0.001,0.26,0.315,0.043,0.046,0.72,0.05,1.4,5
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2020,2,14,맑음,112,3.44,10.5,34.07,8.1,7.86,0.54,0.005,0.254,0.001,0.26,0.315,0.043,0.046,0.72,0.05,1.4,5
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,12,14,맑음,112,1.9,12.91,34.05,8.04,7.14,0.31,0.006,0.298,0.002,0.306,0.332,0.051,0.054,0.945,0.06,1.4,11
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,10,21,맑음,112,3.22,18.66,34.07,8.14,7.38,1.09,0.013,0.265,0.002,0.28,0.345,0.047,0.054,0.89,0.18,7.6,11
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,8,12,맑음,113,2.25,22.25,34.04,7.82,6.61,0.48,0.009,0.311,0.002,0.322,0.352,0.056,0.057,0.89,0.1,0.6,11
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,6,9,맑음,114,1.2,17.45,34.04,7.87,7.75,0.68,0.005,0.431,0.001,0.437,0.449,0.077,0.078,1.267,0.12,0.8,12
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,4,16,맑음,114,1.37,11.84,34.04,7.76,7.15,0.48,0.013,0.301,0.001,0.315,0.369,0.054,0.055,1.089,0.29,2,11
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2019,2,18,맑음,114,1.92,10.39,34.05,7.88,6.6,0.6,0.013,0.382,0.001,0.396,0.399,0.067,0.068,1.208,0.11,3.4,10
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,12,16,흐림,115,2.98,13.61,34.05,7.95,7.74,0.67,0.005,0.255,0.001,0.261,0.304,0.047,0.049,0.856,0.1,1.8,16
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,10,10,흐림,110,3.53,16.47,34.02,7.97,8.54,0.2,0.004,0.234,0.002,0.24,0.246,0.042,0.043,0.68,0.05,2.2,6
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,8,13,맑음,113,3.63,25.23,34.02,7.87,7.17,1.17,0.007,0.267,0.001,0.276,0.284,0.046,0.047,0.877,0.11,1.2,14
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,6,5,맑음,115,2.04,16.06,34.02,7.82,7.51,1.03,0.018,0.259,0.001,0.278,0.299,0.047,0.048,0.837,0.12,4.2,6
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,4,9,맑음,113,1.93,10.4,34,7.84,7.56,0.26,0.015,0.267,0.001,0.283,0.298,0.045,0.047,0.804,0.12,3.2,8.5
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2018,2,22,맑음,110,3.39,6.81,33.98,7.97,8.23,0.55,0.014,0.228,0.001,0.243,0.247,0.04,0.041,0.649,0.06,3.2,13
영덕,4,3,36.5333333333333,129.513888888889,우렁쉥이,2017,10,20,맑음(바람),112,2.1,18.5,33.98,7.92,8.09,0.43,0.002,0.235,0,0.237,0.258,0.043,0.046,0.574,0.03,2.8,10
