어장명,정점,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(표),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도,,
진해만,7,35.0533333333333,128.570555555556,진주담치,2018,12,4,흐림,20,14.35,14.34,0.0099999999999997,32.96,7.94,7.32,0.68,0.071,0.087,0.013,0.171,0.231,0.015,0.029,0.554,1.11,12.2,7,,
진해만,8,35.0888888888889,128.527222222222,굴/미더덕,2018,12,4,비,13,14.14,13.72,0.42,32.85,7.96,7.96,0.87,0.048,0.062,0.013,0.123,0.271,0.009,0.036,0.55,5.97,8.1,6,,
진해만,9,35.0852777777778,128.4825,굴/미더덕,2018,12,4,비,12,13.59,13.41,0.18,32.78,7.95,7.83,0.87,0.053,0.046,0.01,0.109,0.154,0.02,0.023,0.513,3.1,7.6,5,,
진해만,10,35.0786111111111,128.47,굴,2018,12,4,흐림,16,13.45,13.5,0.0500000000000007,32.6,7.91,7.51,1,0.049,0.079,0.014,0.142,0.171,0.026,0.027,0.73,1.29,5,7,,
진해만,11,35.0533333333333,128.516111111111,굴,2018,12,4,흐림,16,14.17,13.94,0.23,32.86,7.82,7.18,0.87,0.061,0.078,0.017,0.157,0.271,0.027,0.036,0.711,2.29,28,7,,
진해만,12,35.0288888888889,128.5,굴/미더덕,2018,12,4,흐림,18,14.56,14.03,0.530000000000001,32.88,7.88,7.2,0.81,0.065,0.079,0.017,0.162,0.258,0.028,0.03,0.695,1.02,3.6,8,,
진해만,13,35.0111111111111,128.560833333333,굴,2018,12,4,비,22,14.59,14.35,0.24,33,7.91,7.16,0.76,0.063,0.088,0.015,0.165,0.334,0.029,0.034,0.619,2.27,3.8,4,,
진해만,14,34.9991666666667,128.493888888889,굴,2018,12,4,흐림,23,14.57,14.38,0.19,32.88,7.98,7.54,0.79,0.042,0.032,0.007,0.081,0.269,0.02,0.023,0.615,1.26,3.6,9,,
진해만,15,34.9838888888889,128.452777777778,굴,2018,12,4,비,15,14.62,14.08,0.539999999999999,32.76,7.98,7.95,0.82,0.03,0.021,0.004,0.055,0.273,0.016,0.026,0.476,2.79,3.8,7,,
진해만,16,34.9502777777778,128.445555555556,굴,2018,12,4,흐림,17,14.57,14.17,0.4,32.81,7.97,7.79,0.82,0.025,0.016,0.004,0.045,0.22,0.015,0.018,0.508,2.29,3.1,7,,
진해만,18,34.905,128.4325,굴,2018,12,4,흐림,10,14.12,14.37,0.25,32.71,7.89,7.34,1.01,0.032,0.004,0.001,0.037,0.359,0.012,0.024,0.517,3.42,4.4,5,,
진해만,19,34.8944444444444,128.476111111111,굴,2018,12,4,맑음,8,14.33,14.29,0.0400000000000009,32.92,8.1,9.05,1.16,0.014,0,0.001,0.015,0.342,0.012,0.02,0.506,13.1,3.2,5,,
통영,4,34.8583333333333,128.424722222222,우렁쉥이,2018,12,4,비/구름,5,14.12,13.26,0.859999999999999,33.36,7.87,7.6,1.51,0.045,0.085,0.035,0.165,0.273,0.027,0.032,0.851,7.66,3.8,0.8,,
통영,5,34.8619444444445,128.394722222222,굴/우렁쉥이,2018,12,4,비/구름,7,13.95,13.25,0.699999999999999,33.4,7.89,7.63,1.55,0.043,0.068,0.03,0.141,0.285,0.026,0.036,0.794,7.67,5.6,2,,
통영,6,34.8625,128.369444444444,굴,2018,12,4,비/흐림,8,13.62,13.58,0.0399999999999992,33.52,7.92,7.89,1.15,0.034,0.076,0.034,0.144,0.241,0.025,0.038,0.778,4.45,3.6,3,,
통영,7,34.8472222222222,128.348333333333,굴,2018,12,4,비/구름,11,14.88,14.44,0.440000000000001,33.64,7.91,7.57,1.71,0.029,0.063,0.022,0.113,0.227,0.026,0.035,0.736,1.3,8.33,2.5,,
고성자란만,1,34.8891666666667,128.225,굴,2018,12,4,비/구름,9,14.51,14.26,0.25,33.36,7.96,7.67,1.91,0.034,0.032,0.016,0.081,0.203,0.026,0.034,0.518,1.4,6.2,3,,
고성자란만,2,34.8547222222222,128.229444444444,굴,2018,12,4,비/구름,15,14.66,14.64,0.0199999999999996,33.42,7.99,7.69,1.79,0.022,0.028,0.017,0.066,0.202,0.023,0.032,0.495,1.55,4.6,3,,
고성자란만,3,34.8958333333333,128.2875,굴,2018,12,4,구름/바람,8,13.41,13.5,0.0899999999999999,33.35,7.94,8.21,2.11,0.026,0.036,0.02,0.082,0.205,0.027,0.033,0.775,2.07,5.6,2.5,,
고성자란만,4,34.9319444444444,128.319722222222,굴,2018,12,4,구름/바람,3,12.28,12.14,0.139999999999999,32.93,8.02,9.48,2.47,0.038,0.034,0.039,0.111,0.195,0.027,0.045,0.719,6.91,6.8,2,,
고성자란만,5,34.9144444444444,128.230277777778,굴,2018,12,4,구름/바람,8,14.02,13.06,0.959999999999999,33.22,8.02,8.74,2.35,0.027,0.052,0.021,0.1,0.184,0.022,0.032,0.587,6.38,2,3,,
고성자란만,6,34.9219444444444,128.253055555556,굴,2018,12,4,비/바람,7,13.99,12.64,1.35,33.18,8.01,8.63,1.95,0.022,0.056,0.015,0.093,0.197,0.031,0.039,0.729,3.95,2,3,,
고성자란만,7,34.9219444444444,128.255833333333,굴,2018,12,4,구름/바람,8,14.21,13.07,1.14,33.2,8.01,8.86,2.03,0.02,0.061,0.015,0.096,0.19,0.027,0.033,0.648,4.37,4.8,3,,
고성자란만,8,34.9258333333333,128.303888888889,굴,2018,12,4,구름/바람,4,12.52,12.55,0.0300000000000011,32.96,7.96,9.03,2.35,0.024,0.052,0.023,0.098,0.249,0.027,0.031,0.739,3.09,5.2,2,,
고성자란만,9,34.9136111111111,128.332222222222,굴,2018,12,4,흐림/구름,5,12.72,12.79,0.0699999999999985,33.14,7.92,8.3,1.99,0.029,0.055,0.024,0.108,0.271,0.028,0.036,0.729,4.01,3.2,3,,
통영외안,6,34.8519444444445,128.291111111111,굴,2018,12,4,비/구름,13,14.28,14.32,0.0400000000000009,33.54,7.96,7.86,1.67,0.02,0.034,0.018,0.071,0.193,0.021,0.032,0.404,2.11,3.2,4,,
사천,1,34.8286111111111,128.107222222222,굴,2018,12,3,흐림/바람,21,14.27,14.56,0.290000000000001,33.48,8.05,7.99,1.99,0.026,0.05,0.017,0.092,0.192,0.021,0.031,0.3,2.83,4.2,4,,
사천,2,34.8608333333333,128.135833333333,굴,2018,12,3,비/바람,12,14.17,14.24,0.0700000000000003,33.24,8.02,7.96,1.91,0.027,0.038,0.017,0.082,0.221,0.026,0.036,0.387,2.81,6.6,3.5,,
사천,3,34.9044444444444,128.073333333333,굴,2018,12,3,흐림/안개,19,14.23,13.87,0.360000000000001,32.97,8,8,1.75,0.025,0.044,0.012,0.081,0.237,0.025,0.038,0.499,2.14,8,2.5,,
진주만,1,34.9533333333333,127.999444444444,굴,2018,12,3,흐림/구름,6,13.74,13.55,0.19,32.97,8.01,8.11,2.35,0.054,0.085,0.035,0.174,0.241,0.031,0.049,0.765,3.67,6.2,2.5,,
진주만,2,34.9202777777778,127.958888888889,굴,2018,12,3,흐림/구름,4,13.4,13.35,0.0500000000000007,32.96,8.01,8.27,2.15,0.048,0.086,0.031,0.165,0.222,0.027,0.048,0.553,4.58,6.6,2,,
진주만,3,34.8652777777778,127.935833333333,굴,2018,12,3,흐림/구름,3,12.98,12.85,0.130000000000001,32.95,8.05,8.99,2.23,0.039,0.06,0.028,0.126,0.242,0.025,0.046,0.552,6.45,4.8,2.5,,
부산,4,35.0513888888889,129.020555555556,연안,2018,12,2,맑음,23,15.52,15.74,0.220000000000001,33.78,7.63,6.77,0.83,0.015,0.122,0.01,0.147,0.248,0.018,0.03,0.438,0.92,15.5,4,,
낙동강하구,1,35.0211111111111,128.964722222222,하구,2018,12,2,맑음,27,15.75,15.85,0.0999999999999996,33.85,7.71,6.47,0.77,0.015,0.124,0.009,0.148,0.21,0.018,0.025,0.455,0.8,9.7,4.5,,
낙동강하구,2,35.0197222222222,128.911388888889,하구,2018,12,2,맑음,16,15.07,15.87,0.799999999999999,33.9,7.93,6.34,0.64,0.015,0.093,0.007,0.116,0.235,0.016,0.03,0.362,0.74,8.3,4,,
낙동강하구,3,35.0219444444444,128.873888888889,하구,2018,12,2,맑음,14,14.82,15.7,0.879999999999999,33.88,8,6.29,1,0.013,0.125,0.01,0.148,0.19,0.018,0.026,0.471,0.78,7,3,,
낙동강하구,4,34.9983333333333,128.965,하구,2018,12,2,맑음,37,17.14,15.99,1.15,33.96,7.88,6.14,0.8,0.012,0.12,0.008,0.14,0.204,0.015,0.026,0.448,0.56,9.2,11,,
낙동강하구,5,34.9972222222222,128.914166666667,하구,2018,12,2,맑음,27,15.2,15.91,0.710000000000001,33.95,7.87,6.37,0.62,0.016,0.123,0.008,0.147,0.226,0.012,0.028,0.459,0.54,7.9,5,,
낙동강하구,6,34.9975,128.858055555556,하구,2018,12,2,맑음,20,15.04,15.88,0.840000000000002,33.96,8.03,6.36,0.34,0.015,0.102,0.007,0.125,0.236,0.01,0.027,0.375,0.72,6.8,3,,
진해만,1,35.0458333333333,128.758888888889,진주담치,2018,12,2,맑음,18,14.57,14.4,0.17,33.31,8.03,7.37,0.54,0.045,0.118,0.015,0.179,0.27,0.016,0.029,0.531,0.83,12.4,4.5,,
진해만,2,35.0597222222222,128.724166666667,진주담치,2018,12,2,맑음,20,14.7,14.34,0.359999999999999,33.25,7.99,7.4,0.48,0.049,0.112,0.015,0.176,0.263,0.016,0.029,0.527,0.9,7.1,4.5,,
거제도동안,1,34.9811111111111,128.7875,진주담치,2018,12,2,맑음,23,15.19,15.59,0.4,33.75,8.03,6.8,0.32,0.015,0.098,0.008,0.121,0.241,0.011,0.03,0.362,0.78,10.4,4,,
울산,1,35.3694444444445,129.367222222222,연안,2018,12,1,맑음,31,16.65,15.5,1.15,33.92,8.07,6.98,0.67,0.015,0.114,0.007,0.136,0.205,0.012,0.027,0.4,1.27,7,6,,
기장,1,35.3111111111111,129.277222222222,미역/다시마,2018,12,1,흐림,27,16.26,15.41,0.850000000000001,34.05,8.01,6.16,0.78,0.011,0.143,0.007,0.161,0.169,0.017,0.027,0.489,0.57,10.6,4,,
기장,2,35.2511111111111,129.263611111111,미역/다시마,2018,12,1,흐림,35,15.78,14.36,1.42,34.19,7.98,5.74,0.61,0.013,0.163,0.007,0.184,0.26,0.022,0.035,0.556,0.44,10.6,4,,
기장,3,35.205,129.242222222222,미역/다시마,2018,12,1,흐림,36,15.87,15.17,0.699999999999999,34.06,8.03,6.5,0.78,0.015,0.132,0.008,0.154,0.229,0.018,0.03,0.461,0.74,6.5,5,,
부산,1,35.1652777777778,129.227222222222,연안,2018,12,1,흐림,44,16.03,14.67,1.36,34.16,8.04,6.13,0.78,0.014,0.158,0.007,0.178,0.25,0.021,0.032,0.504,0.54,9.1,5,,
부산,2,35.1338888888889,129.173611111111,연안,2018,12,1,맑음,31,15.65,13.85,1.8,34.38,7.96,5.28,0.51,0.011,0.154,0.002,0.166,0.276,0.022,0.037,0.477,0.17,8.6,4.5,,
부산,3,35.0919444444444,129.120277777778,연안,2018,12,1,맑음,34,15.91,14.72,1.19,34.19,7.92,5.9,0.58,0.016,0.151,0.005,0.172,0.267,0.021,0.035,0.488,0.53,10.1,5,,
목포,3,34.8061111111111,126.267777777778,김,2018,10,20,대체로 맑음,5,18.59,18.43,0.16,30.68,8.02,7.07,1,0.007,0.154,0.012,0.173,0.323,0.018,0.043,0.294,1.16,12.6,2.8,,
영산강하구,1,34.7516666666667,126.339166666667,하구,2018,10,20,대체로 맑음,25,18.03,18.76,0.73,30.79,8,6.83,1.22,0.008,0.233,0.019,0.26,0.355,0.024,0.038,0.435,0.77,7.4,4.3,,
영산강하구,2,34.7897222222222,126.35,하구,2018,10,20,대체로 맑음,16,18.53,18.64,0.109999999999999,30.27,7.98,6.86,1.12,0.008,0.312,0.035,0.355,0.396,0.032,0.042,0.563,1.09,20.6,2.6,,
영산강하구,3,34.7788888888889,126.380555555556,하구,2018,10,20,대체로 맑음,15,18.38,18.95,0.57,30.18,7.92,6.46,1.51,0.012,0.308,0.048,0.368,0.39,0.032,0.043,0.578,0.86,13,2.5,,
영산강하구,4,34.7830555555556,126.4125,하구,2018,10,20,대체로 맑음,16,18.53,19.18,0.649999999999999,30.26,7.82,5.87,1.33,0.031,0.282,0.052,0.365,0.433,0.038,0.057,0.615,0.8,10.2,2.2,,
함평,1,35.165,126.292222222222,연안,2018,10,20,대체로 맑음,16,17.32,17.22,0.100000000000001,30.76,8.05,7.53,1.92,0.013,0.183,0.017,0.213,0.376,0.03,0.068,0.432,8.27,28.33,0.9,,
함평,2,35.1527777777778,126.361111111111,연안,2018,10,20,대체로 맑음,12,17.41,17.39,0.0199999999999996,30.49,8.04,7.45,1.43,0.007,0.234,0.025,0.266,0.339,0.037,0.048,0.519,4.71,21.6,2.1,,
함평,3,35.1247222222222,126.369166666667,연안,2018,10,20,대체로 맑음,13,17.42,17.32,0.100000000000001,30.31,8.04,7.59,1.38,0.006,0.143,0.016,0.165,0.33,0.024,0.046,0.302,4.17,30.8,1.2,,
완도,8,34.3005555555556,126.798611111111,미역,2018,10,19,대체로 맑음,12,18.68,18.82,0.140000000000001,32.89,8.01,6.39,0.76,0.017,0.105,0.02,0.143,0.229,0.017,0.031,0.323,1.27,10.8,2.2,,
완도,9,34.3436111111111,126.628333333333,김,2018,10,19,대체로 맑음,30,18.75,19.01,0.260000000000002,32.75,8.03,6.38,0.62,0.009,0.091,0.022,0.121,0.213,0.014,0.035,0.235,0.62,11.8,1.5,,
완도,10,34.1766666666667,126.629166666667,전복,2018,10,19,대체로 맑음,22,18.77,18.57,0.199999999999999,33.01,8.02,6.24,0.88,0.021,0.099,0.017,0.137,0.207,0.018,0.032,0.308,0.85,22.2,2,,
완도,11,34.2238888888889,126.538611111111,전복,2018,10,19,대체로 맑음,31,19.03,18.89,0.140000000000001,32.92,8.04,6.37,0.75,0.012,0.103,0.016,0.13,0.191,0.015,0.032,0.247,0.72,16.2,2.2,,
완도,12,34.1663888888889,126.496666666667,전복,2018,10,19,대체로 맑음,5,18.28,18.16,0.120000000000001,33.12,8.03,6.21,0.82,0.012,0.135,0.012,0.159,0.204,0.019,0.032,0.347,1.33,6,1.8,,
진도,1,34.3191666666667,126.4875,김,2018,10,19,대체로 맑음,8,18.69,18.57,0.120000000000001,32.58,8.05,6.75,0.83,0.015,0.077,0.015,0.107,0.2,0.012,0.031,0.201,0.97,8.4,2,,
진도,2,34.28,126.370555555556,미역,2018,10,19,대체로 맑음,32,18.8,18.64,0.16,33.06,8.05,6.36,0.66,0.013,0.121,0.011,0.145,0.197,0.016,0.04,0.298,0.73,16.6,1.9,,
진도,3,34.4222222222222,126.4425,김,2018,10,19,대체로 맑음,8,17.9,17.81,0.0899999999999999,31.88,8.09,7.28,0.78,0.015,0.063,0.007,0.085,0.193,0.009,0.03,0.252,2.45,24.8,1.9,,
진도,5,34.4222222222222,126.4425,김,2018,10,19,대체로 맑음,4,18.05,18.01,0.0399999999999992,31.93,8.04,7.13,0.84,0.02,0.082,0.008,0.11,0.22,0.012,0.031,0.234,1.54,17.6,2.1,,
목포,1,34.6127777777778,126.238611111111,김,2018,10,19,대체로 맑음,18,18.78,18.73,0.0500000000000007,31.78,8.04,6.88,0.89,0.008,0.198,0.006,0.212,0.25,0.021,0.035,0.378,0.77,4.4,2.2,,
목포,2,34.7191666666667,126.226388888889,미역,2018,10,19,대체로 맑음,29,18.73,18.81,0.0799999999999983,31.44,8.04,6.83,0.85,0.008,0.236,0.008,0.251,0.278,0.024,0.036,0.433,0.69,12.8,2.3,,
완도,1,34.4175,127.079166666667,어류,2018,10,18,대체로 맑음,11,19.32,19.05,0.27,32.55,8.01,6.3,1.05,0.026,0.075,0.025,0.126,0.25,0.018,0.032,0.319,0.86,21.6,1.9,,
완도,2,34.4061111111111,127.010277777778,미역,2018,10,18,대체로 맑음,36,19.21,19.48,0.27,32.8,8.04,6.18,1.01,0.014,0.098,0.027,0.138,0.239,0.018,0.031,0.347,0.94,11.8,2.8,,
완도,3,34.3472222222222,126.986111111111,미역,2018,10,18,대체로 맑음,19,19.34,19.32,0.0199999999999996,32.91,8.04,6.12,1.08,0.019,0.088,0.024,0.131,0.218,0.017,0.03,0.303,0.7,10.4,1.8,,
완도,4,34.4213888888889,126.936944444444,미역,2018,10,18,대체로 맑음,16,19.21,19.45,0.239999999999998,32.7,8.05,6.27,1.13,0.077,0.064,0.018,0.159,0.222,0.014,0.028,0.256,1.36,23.8,2,,
완도,5,34.3486111111111,126.939722222222,미역,2018,10,18,대체로 맑음,24,19.28,19.27,0.0100000000000016,33.95,8.05,6.23,0.97,0.01,0.104,0.026,0.14,0.23,0.018,0.028,0.332,0.8,6.6,2.2,,
완도,6,34.3538888888889,126.758333333333,전복,2018,10,18,대체로 맑음,11,18.86,18.83,0.0300000000000011,31.8,8.03,6.53,1,0.044,0.099,0.012,0.155,0.318,0.021,0.036,0.37,2.54,17.4,1.8,,
완도,7,34.3475,126.8,전복,2018,10,18,대체로 맑음,12,18.93,18.66,0.27,32,8.02,6.4,1.26,0.066,0.124,0.018,0.209,0.319,0.027,0.048,0.468,2.28,12.6,2.3,,
도암만,1,34.5380555555556,126.785277777778,바지락,2018,10,18,대체로 맑음,3,18.27,18.42,0.150000000000002,29.76,7.97,6.25,1.54,0.1,0.281,0.018,0.399,0.464,0.046,0.06,1.113,1.97,24.4,1,,
도암만,2,34.5027777777778,126.782222222222,바지락,2018,10,18,대체로 맑음,5,18.62,19.19,0.57,31.34,8,6.07,1.35,0.074,0.167,0.014,0.255,0.38,0.03,0.047,0.647,1.9,17.4,1.3,,
도암만,3,34.4525,126.785555555556,바지락,2018,10,18,대체로 맑음,8,18.87,18.89,0.0199999999999996,31.31,8,6.42,1.15,0.063,0.145,0.017,0.225,0.307,0.029,0.039,0.571,1.57,15.6,1.3,,
여자만,1,34.7841666666667,127.488611111111,피조개,2018,10,17,대체로 맑음,6,17.69,19.55,1.86,30.72,8.03,8.62,2.12,0.025,0.032,0.009,0.066,0.296,0.012,0.041,0.294,11.07,20.4,2.8,,
여자만,2,34.7644444444444,127.454166666667,새꼬막,2018,10,17,대체로 맑음,3,17.94,19.02,1.08,29.77,8.1,9.2,2.26,0.031,0.123,0.009,0.163,0.324,0.019,0.038,0.626,2.94,24.4,1.5,,
여자만,3,34.7652777777778,127.525277777778,새꼬막,2018,10,17,대체로 맑음,5,18.59,20.07,1.48,31.25,7.99,5.62,2.72,0.024,0.027,0.007,0.058,0.267,0.012,0.039,0.227,13.98,9.6,2.8,,
여자만,4,34.7230555555556,127.491111111111,새꼬막,2018,10,17,대체로 맑음,6,18.17,19.62,1.45,31.06,8.06,6.86,2.07,0.014,0.036,0.008,0.058,0.217,0.012,0.029,0.328,4.67,3.2,2.8,,
여자만,5,34.6786111111111,127.527222222222,피조개,2018,10,17,대체로 맑음,12,19.16,20.05,0.890000000000001,31.85,8.03,6.22,1.15,0.021,0.098,0.051,0.169,0.271,0.021,0.035,0.573,3.33,24.4,3.2,,
고흥,1,34.5616666666667,127.464722222222,굴,2018,10,17,대체로 맑음,8,19.67,19.5,0.170000000000002,32.06,8.06,6.75,1.15,0.02,0.068,0.028,0.116,0.232,0.016,0.032,0.562,1.84,11.2,3.3,,
고흥,2,34.5083333333333,127.476944444444,굴,2018,10,17,대체로 맑음,4,19.79,19.43,0.359999999999999,32,8.07,6.94,1.15,0.012,0.068,0.028,0.108,0.228,0.014,0.029,0.523,1.54,12.8,2.8,,
고흥,3,34.5016666666667,127.415277777778,굴,2018,10,17,대체로 맑음,4,19.56,19.44,0.119999999999997,32.22,8.06,6.84,1.27,0.03,0.051,0.02,0.1,0.232,0.012,0.029,0.413,1.89,19,2.1,,
고흥,4,34.5,127.243333333333,미역,2018,10,17,대체로 맑음,24,19.94,19.41,0.530000000000001,32.22,8.06,6.35,0.92,0.036,0.064,0.015,0.115,0.236,0.019,0.038,0.337,1.1,29.4,2.5,,
득량만,1,34.7030555555556,127.221111111111,새꼬막,2018,10,17,대체로 맑음,8,19.18,19.99,0.809999999999999,31.79,8.04,6.02,1.32,0.049,0.074,0.006,0.129,0.272,0.021,0.035,0.409,1.91,13.6,1.8,,
득량만,2,34.6791666666667,127.173055555556,새꼬막,2018,10,17,대체로 맑음,8,19.21,19.98,0.77,31.9,8.06,6.11,1.6,0.039,0.073,0.007,0.119,0.303,0.02,0.038,0.418,3.2,21.4,2.6,,
득량만,3,34.6780555555556,127.118888888889,새꼬막,2018,10,17,대체로 맑음,4,18.42,18.41,0.0100000000000016,30.71,8.15,7.74,1.76,0.036,0.044,0.004,0.083,0.304,0.015,0.041,0.282,3.51,15.6,1.4,,
득량만,4,34.6302777777778,127.116944444444,새꼬막,2018,10,17,대체로 맑음,7,19.01,19.65,0.639999999999997,31.62,8.05,6.17,1.49,0.044,0.065,0.006,0.115,0.264,0.02,0.042,0.417,1.78,16,1.6,,
득량만,5,34.6311111111111,127.075555555556,새꼬막,2018,10,17,대체로 맑음,5,19.4,19.05,0.349999999999998,31.15,8.07,6.78,1.76,0.04,0.078,0.004,0.122,0.27,0.02,0.037,0.456,2.85,9.4,2.3,,
득량만,6,34.5794444444445,127.074444444444,새꼬막,2018,10,17,대체로 맑음,10,19.49,19.56,0.0700000000000003,31.84,8.06,6.26,1.49,0.032,0.058,0.008,0.098,0.259,0.016,0.037,0.354,1.69,19.6,2.8,,
득량만,7,34.5783333333333,127.035555555556,새꼬막,2018,10,17,대체로 맑음,6,18.46,19.39,0.93,31.56,8.1,6.92,2.22,0.01,0.012,0.001,0.023,0.253,0.005,0.036,0.106,6.05,20.6,2.6,,
득량만,8,34.5216666666667,127.050833333333,미역,2018,10,17,대체로 맑음,11,19.57,19.63,0.0599999999999987,32.23,8.09,6.64,1.36,0.019,0.053,0.011,0.083,0.246,0.014,0.029,0.279,2.17,20.6,2.2,,
득량만,9,34.5225,127.006666666667,미역,2018,10,17,대체로 맑음,6,18.88,19.14,0.260000000000002,31.59,8.14,7.42,1.87,0.007,0.011,0.001,0.02,0.214,0.005,0.028,0.102,4.45,13.8,2.6,,
제주,2,33.5166666666667,126.477777777778,마을어장,2018,10,17,맑음,20,20.4,20.26,0.139999999999997,33.88,8.1,6.94,0.47,0.014,0.04,0.002,0.056,0.151,0.006,0.013,0.128,1.36,2.8,5,,
제주,3,33.5166666666667,126.463888888889,마을어장,2018,10,17,맑음,19,20.3,20.36,0.0599999999999987,33.83,8.15,7.12,0.36,0.018,0.038,0.003,0.059,0.169,0.004,0.013,0.126,1.9,1.2,6,,
제주,4,33.5083333333333,126.45,마을어장,2018,10,17,맑음,21,20.14,20.25,0.109999999999999,33.84,8.13,7.08,0.47,0.013,0.046,0.002,0.061,0.167,0.005,0.014,0.137,1.7,2,7,,
제주,5,33.2927777777778,126.8375,마을어장,2018,10,17,맑음,,20.2,,20.2,,,,,,,,,,,,,,,,,
한림,1,33.465,126.310833333333,마을어장,2018,10,17,맑음,,17.5,,17.5,,,,,,,,,,,,,,,,,
한림,2,33.4716666666667,126.307222222222,마을어장,2018,10,17,맑음,19,20.1,20.39,0.289999999999999,33.74,8.2,6.99,0.27,0.017,0.057,0.003,0.078,0.19,0.007,0.015,0.177,1.88,2.2,9,,
한림,4,33.3333333333333,126.15,마을어장,2018,10,17,맑음,21,21.13,21.43,0.300000000000001,33.69,8.18,6.76,0.3,0.015,0.058,0.004,0.077,0.186,0.007,0.014,0.179,1.36,1,6,,
한림,5,33.2797222222222,126.842222222222,마을어장,2018,10,17,맑음,,19.2,,19.2,,,,,,,,,,,,,,,,,
대정,1,33.2461111111111,126.195277777778,마을어장,2018,10,17,맑음,,20.5,,20.5,,,,,,,,,,,,,,,,,
대정,2,33.2397222222222,126.192777777778,마을어장,2018,10,17,맑음,23,21.74,21.92,0.180000000000003,33.66,8.14,6.96,0.06,0.013,0.045,0.003,0.061,0.179,0.005,0.013,0.159,1.54,1.6,6,,
섬진강하구,1,34.9263888888889,127.791388888889,하구,2018,10,16,흐림,10,19.44,21.16,1.72,31.05,8.01,5.77,1.33,0.066,0.149,0.044,0.258,0.364,0.027,0.045,0.828,0.71,12.2,2,,
섬진강하구,2,34.9305555555556,127.826388888889,하구,2018,10,16,흐림,5,21.57,21.09,0.48,31.08,8.01,5.61,1.7,0.065,0.146,0.042,0.253,0.357,0.028,0.04,0.767,0.48,16.8,2.4,,
섬진강하구,3,34.8888888888889,127.801111111111,하구,2018,10,16,흐림,18,21.09,20.81,0.280000000000001,32.35,8.07,5.95,0.9,0.029,0.092,0.042,0.163,0.264,0.022,0.037,0.651,0.48,8.8,1.8,,
섬진강하구,4,34.8330555555556,127.792777777778,하구,2018,10,16,흐림,20,20.51,20.83,0.319999999999997,32.35,8.05,5.68,0.88,0.029,0.087,0.044,0.16,0.287,0.021,0.041,0.619,0.55,9.4,2.2,,
가막만,1,34.7275,127.667777777778,진주담치,2018,10,16,흐림,9,19.44,19.45,0.009999999999998,31.37,8.08,7.37,2.33,0.01,0.017,0.004,0.03,0.256,0.001,0.026,0.313,10.83,16.6,2.8,,
가막만,2,34.7144444444444,127.715555555556,굴,2018,10,16,흐림,8,19.98,19.77,0.210000000000001,31.2,8,6.08,1.49,0.076,0.077,0.017,0.17,0.39,0.021,0.049,0.474,2.99,23.2,1.9,,
가막만,4,34.6616666666667,127.652777777778,굴,2018,10,16,흐림,6,19.21,19.61,0.399999999999999,31.59,8.09,7.36,1.58,0.01,0.02,0.005,0.036,0.194,0.002,0.019,0.224,4.35,4.4,4,,
가막만,5,34.6611111111111,127.714166666667,굴,2018,10,16,흐림,8,19.91,19.95,0.0399999999999992,31.97,8.01,6.09,1.15,0.045,0.114,0.039,0.198,0.307,0.022,0.04,0.6,1.34,22.2,2.8,,
가막만,6,34.6255555555556,127.681388888889,굴,2018,10,16,흐림,8,20.2,20.2,0,32.14,8.04,6.01,1.01,0.018,0.095,0.042,0.154,0.266,0.019,0.036,0.514,1.01,19.4,1.5,,
가막만,7,34.5730555555556,127.685833333333,어류,2018,10,16,흐림,17,20.12,20.22,0.0999999999999979,32.35,8.07,6.03,0.87,0.016,0.093,0.04,0.149,0.25,0.018,0.033,0.499,0.91,20.6,1.4,,
가막만,8,34.5855555555556,127.713611111111,어류,2018,10,16,흐림,6,20.21,20.22,0.009999999999998,32.22,8.03,5.97,0.99,0.028,0.109,0.043,0.18,0.278,0.022,0.042,0.565,1.04,9.8,1.3,,
제주,1,33.5333333333333,126.533333333333,마을어장,2018,10,16,맑음,14,19.95,20.11,0.16,33.92,8.13,6.98,0.32,0.018,0.064,0.004,0.086,0.179,0.006,0.014,0.206,1.46,3.4,6,,
대정,4,33.2205555555556,126.336111111111,마을어장,2018,10,16,맑음,17,21.84,22.07,0.23,33.6,8.29,7.07,0.41,0.012,0.023,0.003,0.037,0.147,0.002,0.01,0.1,1.78,0.2,5,,
서귀포,1,33.2166666666667,126.49,마을어장,2018,10,16,맑음,18,21.88,22.17,0.290000000000003,33.69,8.27,6.86,0.52,0.013,0.023,0.003,0.039,0.151,0.003,0.012,0.093,1.82,0.4,7,,
서귀포,2,33.2383333333333,126.645,마을어장,2018,10,16,맑음,18,21.32,21.31,0.0100000000000016,33.63,8.15,6.78,0.47,0.013,0.048,0.004,0.066,0.175,0.006,0.015,0.144,2.1,1,7,,
서귀포,3,33.4333333333333,126.943333333333,마을어장,2018,10,16,맑음,,21.5,,21.5,,,,,,,,,,,,,,,,,
표선,1,33.3008333333333,126.835,마을어장,2018,10,16,맑음,,20.2,,20.2,,,,,,,,,,,,,,,,,
